https://twitter.com/emsteck/status/959639315298115584,20180203040656,YVJ2SP5P6UPBRYD6V7B2U3YM7I6LZFFF,application/json,-
https://twitter.com/emsteck/status/998594790299140096,20180521160205,G6JPXC4VSBVROVKQHOTVLGM7QAV6Z4WJ,application/json,-
https://twitter.com/emsteck/status/955237951109304321,20180122003729,T4GGPCCSDUN2O2TVCEU6WOGQ4WV7IJE5,application/json,-
https://twitter.com/emsteck/status/940999845120266240,20171213174020,J6WL7GQQ4OTWT6G74W66F7WEPPETLR5H,application/json,-
https://twitter.com/emsteck/status/1003729536943566848,20180604200544,DYMFIUZPDN5PTSEH5TWR7JFEYC55N7ST,application/json,-
https://twitter.com/emsteck/status/1049750598084640768,20181009195700,ECAHLU7NUC6DPP7CM7TFWJGEN22ATTV7,application/json,-
https://twitter.com/emsteck/status/1052872888318087169,20181018104352,OE4PAU3F3CVKPE7EUFBVFCKHUXLB6XSV,application/json,-
https://twitter.com/emsteck/status/1027739935086981120,20180810021429,HZUYEDYA2T7KFBFW5KMIU3LXBANYF7WM,application/json,-
https://twitter.com/emsteck/status/1046879441811582977,20181001214803,EL7W7P3HMPSL7AZBH544VSH6MGJSMXBK,application/json,-
https://twitter.com/emsteck/status/1062739883620470784,20181114161147,54WH2TQDH6V5XE4XXW2I44J6BNUSDHVH,application/json,-
https://twitter.com/emsteck/status/1120018456437493760,20190421173649,VL3F7TMRUSLRK5LXZ3PB7K2GHSJJCLSS,text/html,200
https://twitter.com/emsteck/status/1131181860476862465,20190522125811,RFYYRCKEA4Y27VDURATMSKR6YTTP36DT,text/html,200
https://twitter.com/emsteck/status/1162436728914927617,20190816185535,Q5XJ4KBCUNY7ZVHATYX46F4ECGIIRUGS,text/html,200
https://twitter.com/emsteck/status/1151925141561053184,20190718184737,7Y4A6W3FAYU5XZ3EYEHDJ74WAJMWPSZB,text/html,200
https://twitter.com/emsteck/status/1169608888628518913,20190919222601,SG6EBDYF4GJB7FW3MBG3KALP4LJN3HPI,text/html,200
https://twitter.com/emsteck/status/1168164756127145984,20190911012752,MZ5XLRI3HL6H5MAUQ7EM7XIQNHCEBNTQ,text/html,200
https://twitter.com/emsteck/status/1168595003649773569,20190912160339,6YO6QIKGLU2CWG5URLI6ADMUHRWYL22T,text/html,200
https://twitter.com/emsteck/status/1147544958670426112,20190706163905,MMIB6VXRVOBXIDKEBW3TCCTFYNHO34FX,text/html,200
https://twitter.com/emsteck/status/1169609560170086400,20190919222139,GGSKIMCBMK7QAIRHMDAE7JWRSMH5YE55,text/html,200
https://twitter.com/emsteck/status/1169629999198035968,20190920021745,65LO4CELN6YAQSHBM2NFFFDUB73KSCKQ,text/html,200
https://twitter.com/emsteck/status/1169982398404136961,20190906143515,YVVEI5VBMWC3R5CX2HMKKYQ6UB7THZPG,application/json,-
https://twitter.com/emsteck/status/1171129473728745473,20190925072823,LEQGHF6AGXQN5NWA7KUB3RA25NNRW33V,text/html,200
